Time,Speed (m/s)
1247,21.279104
1248,20.921471999999998
1249,20.385024
1250,19.759168000000003
1251,18.9992
1252,17.523968
1253,16.048735999999998
1254,14.573504
1255,13.098272
1256,11.980672
1257,10.95248
1258,9.61136
1259,8.71728
1260,7.778496
1261,6.750304
1262,5.543296
1263,4.336288
1264,3.12928
1265,2.2352
1266,1.4752319999999999
1267,0.89408
1268,0.312928
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
